ID,jobb_etter_6mnd,utdanning,sykdom_siste_aar,arbsoker_siste_aar,forerkort,arbeid_siste_2mnd,alder,fylke,yrke,kjonn
1844,Ja,VGS ikke fullf,Ja,Nei,Ja,Nei,25,Oslo,Ledere,Kvinne
1850,Nei,VGS fullf,Ja,Nei,Ja,Nei,31,Oslo,Kontoryrker,Kvinne
1852,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,35,Oslo,Akademiske yrker,Mann
1859,Nei,VGS fullf,Nei,Ja,Ja,Nei,45,Oslo,Maskin og transportarbeidere,Mann
1861,Ja,VGS fullf,Nei,Ja,Ja,Ja,39,Oslo,Høgskoleyrker,Mann
1865,Ja,VGS fullf,Nei,Ja,Ja,Nei,40,Oslo,Akademiske yrker,Mann
1886,Ja,,Nei,Nei,Ja,Ja,52,Oslo,Høgskoleyrker,Mann
1889,Ja,Grunnskole,Ja,Nei,Ja,Ja,26,Oslo,Annet,Mann
1908,Nei,Grunnskole,Ja,Nei,Nei,Nei,32,Oslo,Ledere,Mann
1910,Nei,VGS ikke fullf,Nei,Ja,Nei,Nei,31,Oslo,Kontoryrker,Kvinne
1911,Nei,VGS fullf,Ja,Nei,Nei,Nei,40,Oslo,"Salg, service og omsorg",Mann
1915,Ja,Høyere utd u4 år,Nei,Nei,Ja,Nei,25,Oslo,Ledere,Mann
1924,Ja,Høyere utd 4 år+,Nei,Ja,Ja,Nei,58,Oslo,Høgskoleyrker,Mann
1933,Ja,VGS fullf,Nei,Nei,Ja,Ja,21,Oslo,"Salg, service og omsorg",Mann
1956,Nei,VGS fullf,Ja,Nei,Nei,Ja,53,Oslo,Maskin og transportarbeidere,Mann
1964,Nei,VGS fullf,Nei,Nei,Ja,Nei,38,Oslo,Maskin og transportarbeidere,Kvinne
1965,Nei,Grunnskole,Nei,Nei,Nei,Nei,49,Oslo,"Bønder, fiskere, mv",Mann
1970,Nei,,Nei,Ja,Nei,Nei,50,Oslo,"Salg, service og omsorg",Kvinne
1973,Nei,VGS ikke fullf,Ja,Ja,Nei,Ja,41,Oslo,Håndverkere,Mann
1979,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,36,Oslo,Kontoryrker,Mann
1980,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,50,Oslo,Renholdere og hjelpepleiere,Mann
1986,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,36,Oslo,Akademiske yrker,Mann
1992,Nei,Høyere utd 4 år+,Ja,Nei,Ja,Ja,53,Oslo,Høgskoleyrker,Mann
2001,Ja,VGS fullf,Nei,Ja,Ja,Nei,25,Oslo,Renholdere og hjelpepleiere,Kvinne
2006,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,32,Oslo,"Salg, service og omsorg",Kvinne
2014,Nei,VGS fullf,Nei,Nei,Nei,Ja,23,Oslo,Akademiske yrker,Mann
2030,Nei,VGS fullf,Nei,Nei,Nei,Nei,47,Oslo,Annet,Kvinne
2031,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,30,Oslo,Annet,Mann
2044,Ja,Grunnskole,Ja,Nei,Ja,Ja,37,Oslo,Annet,Mann
2055,Nei,,Nei,Nei,Nei,Ja,45,Oslo,Høgskoleyrker,Kvinne
2056,Ja,VGS ikke fullf,Nei,Ja,Ja,Ja,34,Oslo,"Salg, service og omsorg",Mann
2059,Nei,Høyere utd u4 år,Ja,Ja,Nei,Nei,52,Oslo,Høgskoleyrker,Kvinne
2062,Nei,,Nei,Nei,Nei,Ja,33,Oslo,Ledere,Mann
2069,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,41,Oslo,"Salg, service og omsorg",Mann
2075,Nei,VGS ikke fullf,Nei,Nei,Nei,Ja,32,Oslo,Høgskoleyrker,Mann
2076,Ja,VGS fullf,Nei,Nei,Ja,Ja,34,Oslo,Akademiske yrker,Mann
2081,Ja,VGS fullf,Nei,Nei,Ja,Ja,35,Oslo,"Salg, service og omsorg",Mann
2084,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,43,Oslo,"Salg, service og omsorg",Kvinne
2090,Nei,,Nei,Ja,Nei,Nei,29,Oslo,Akademiske yrker,Kvinne
2099,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,26,Oslo,Renholdere og hjelpepleiere,Kvinne
2107,Nei,Høyere utd u4 år,Ja,Nei,Nei,Ja,40,Oslo,Renholdere og hjelpepleiere,Kvinne
2109,Ja,Høyere utd u4 år,Nei,Ja,Ja,Nei,25,Oslo,Maskin og transportarbeidere,Kvinne
2111,Ja,,Nei,Ja,Ja,Nei,56,Oslo,Håndverkere,Mann
2119,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,27,Oslo,"Salg, service og omsorg",Kvinne
2131,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,31,Oslo,Renholdere og hjelpepleiere,Mann
2133,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,29,Oslo,Høgskoleyrker,Kvinne
2138,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,50,Oslo,Håndverkere,Mann
2139,Ja,Høyere utd u4 år,Nei,Ja,Ja,Nei,59,Oslo,Håndverkere,Kvinne
2158,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,25,Oslo,"Salg, service og omsorg",Mann
2189,Nei,VGS ikke fullf,Nei,Ja,Nei,Nei,45,Oslo,Håndverkere,Mann
2197,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,56,Oslo,Renholdere og hjelpepleiere,Mann
2198,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,38,Oslo,Akademiske yrker,Kvinne
2203,Ja,VGS ikke fullf,Nei,Nei,Ja,Nei,32,Oslo,"Salg, service og omsorg",Kvinne
2224,Ja,VGS fullf,Nei,Nei,Nei,Ja,43,Oslo,Høgskoleyrker,Kvinne
2225,Nei,Grunnskole,Nei,Nei,Ja,Nei,42,Oslo,Kontoryrker,Kvinne
2237,Nei,VGS fullf,Nei,Ja,Nei,Nei,34,Oslo,Renholdere og hjelpepleiere,Mann
2241,Ja,,Nei,Nei,Nei,Ja,35,Oslo,"Salg, service og omsorg",Mann
2245,Ja,VGS fullf,Nei,Nei,Nei,Ja,33,Oslo,Kontoryrker,Kvinne
2246,Ja,,Ja,Ja,Nei,Ja,54,Oslo,Annet,Kvinne
2254,Nei,VGS fullf,Nei,Ja,Ja,Nei,35,Oslo,"Salg, service og omsorg",Mann
2263,Nei,VGS fullf,Nei,Ja,Nei,Nei,39,Oslo,Ledere,Mann
2265,Ja,VGS ikke fullf,Ja,Nei,Nei,Ja,37,Oslo,"Salg, service og omsorg",Mann
2266,Ja,VGS ikke fullf,Nei,Ja,Nei,Ja,34,Oslo,Akademiske yrker,Kvinne
2267,Ja,VGS fullf,Nei,Nei,Ja,Ja,31,Oslo,"Salg, service og omsorg",Kvinne
2278,Ja,Høyere utd u4 år,Nei,Nei,Nei,Nei,38,Oslo,Maskin og transportarbeidere,Mann
2279,Ja,,Nei,Nei,Nei,Ja,35,Oslo,Høgskoleyrker,Mann
2309,Nei,VGS fullf,Nei,Nei,Nei,Ja,39,Oslo,Akademiske yrker,Kvinne
2314,Nei,Grunnskole,Nei,Ja,Ja,Nei,30,Oslo,Håndverkere,Mann
2325,Ja,,Nei,Nei,Ja,Ja,37,Oslo,"Salg, service og omsorg",Kvinne
2328,Ja,Høyere utd u4 år,Nei,Ja,Nei,Nei,47,Oslo,Akademiske yrker,Mann
2335,Nei,Grunnskole,Nei,Nei,Nei,Nei,34,Oslo,"Salg, service og omsorg",Mann
2340,Nei,VGS fullf,Nei,Nei,Ja,Ja,40,Oslo,"Salg, service og omsorg",Mann
2344,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,32,Oslo,Kontoryrker,Kvinne
2353,Ja,Høyere utd u4 år,Nei,Ja,Ja,Ja,33,Oslo,Høgskoleyrker,Kvinne
2361,Ja,,Nei,Nei,Ja,Ja,36,Oslo,"Salg, service og omsorg",Mann
2364,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,43,Oslo,Maskin og transportarbeidere,Mann
2372,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,30,Oslo,"Salg, service og omsorg",Mann
2386,Nei,Grunnskole,Ja,Nei,Ja,Nei,42,Oslo,"Salg, service og omsorg",Kvinne
2392,Nei,Grunnskole,Nei,Nei,Nei,Nei,32,Oslo,Maskin og transportarbeidere,Kvinne
2395,Nei,VGS fullf,Nei,Nei,Nei,Nei,41,Oslo,Renholdere og hjelpepleiere,Mann
2398,Ja,Høyere utd u4 år,Nei,Ja,Nei,Ja,36,Oslo,Kontoryrker,Kvinne
2404,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,49,Oslo,Maskin og transportarbeidere,Mann
2408,Ja,Høyere utd u4 år,Nei,Ja,Nei,Nei,38,Oslo,"Salg, service og omsorg",Mann
2410,Ja,,Ja,Nei,Ja,Ja,39,Oslo,Annet,Mann
2419,Nei,,Ja,Nei,Nei,Nei,29,Oslo,"Salg, service og omsorg",Mann
2433,Nei,,Nei,Nei,Ja,Nei,46,Oslo,Renholdere og hjelpepleiere,Kvinne
2435,Ja,VGS ikke fullf,Nei,Ja,Ja,Ja,33,Oslo,Høgskoleyrker,Kvinne
2438,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,55,Oslo,Kontoryrker,Mann
2442,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,26,Oslo,Akademiske yrker,Kvinne
2443,Nei,VGS fullf,Nei,Nei,Nei,Nei,29,Oslo,"Salg, service og omsorg",Kvinne
2447,Ja,,Nei,Ja,Nei,Nei,29,Oslo,Annet,Mann
2448,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,45,Oslo,Renholdere og hjelpepleiere,Kvinne
2449,Ja,,Ja,Ja,Nei,Ja,29,Oslo,"Salg, service og omsorg",Kvinne
2455,Nei,VGS fullf,Nei,Nei,Nei,Nei,34,Oslo,Renholdere og hjelpepleiere,Kvinne
2466,Ja,VGS ikke fullf,Nei,Ja,Nei,Ja,26,Oslo,Akademiske yrker,Mann
2471,Nei,Høyere utd u4 år,Ja,Ja,Ja,Nei,23,Oslo,Maskin og transportarbeidere,Mann
2483,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,31,Oslo,Håndverkere,Mann
2486,Ja,,Ja,Nei,Ja,Nei,27,Oslo,"Salg, service og omsorg",Mann
2488,Nei,Høyere utd u4 år,Ja,Nei,Nei,Ja,30,Oslo,Renholdere og hjelpepleiere,Kvinne
2490,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,38,Oslo,"Salg, service og omsorg",Kvinne
2492,Nei,Grunnskole,Ja,Nei,Nei,Nei,36,Oslo,Høgskoleyrker,Mann
2498,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,26,Oslo,Renholdere og hjelpepleiere,Kvinne
2516,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,39,Oslo,Renholdere og hjelpepleiere,Mann
2524,Ja,VGS fullf,Nei,Nei,Nei,Ja,33,Oslo,Akademiske yrker,Kvinne
2536,Nei,VGS fullf,Nei,Ja,Ja,Nei,28,Oslo,Håndverkere,Mann
2537,Ja,Høyere utd u4 år,Nei,Ja,Nei,Ja,41,Oslo,Høgskoleyrker,Kvinne
2538,Ja,Grunnskole,Ja,Nei,Nei,Nei,46,Oslo,Høgskoleyrker,Kvinne
2539,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,30,Oslo,Kontoryrker,Kvinne
2546,Ja,,Nei,Nei,Nei,Nei,44,Oslo,Høgskoleyrker,Mann
2552,Ja,VGS fullf,Nei,Nei,Nei,Ja,53,Oslo,"Salg, service og omsorg",Mann
2554,Ja,Grunnskole,Ja,Nei,Ja,Ja,19,Oslo,Annet,Kvinne
2557,Ja,Høyere utd 4 år+,Nei,Ja,Nei,Ja,37,Oslo,Maskin og transportarbeidere,Kvinne
2560,Ja,Grunnskole,Nei,Nei,Ja,Nei,18,Oslo,Håndverkere,Mann
2573,Nei,VGS fullf,Nei,Nei,Ja,Nei,51,Oslo,Renholdere og hjelpepleiere,Mann
2588,Nei,VGS fullf,Ja,Nei,Ja,Ja,39,Oslo,Kontoryrker,Kvinne
2607,Nei,VGS ikke fullf,Nei,Ja,Nei,Ja,49,Oslo,Akademiske yrker,Kvinne
2621,Nei,Grunnskole,Nei,Nei,Nei,Nei,55,Oslo,Annet,Kvinne
2623,Ja,VGS fullf,Ja,Nei,Ja,Ja,21,Oslo,Renholdere og hjelpepleiere,Mann
2626,Nei,VGS fullf,Ja,Nei,Nei,Ja,31,Oslo,Maskin og transportarbeidere,Mann
2627,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,37,Oslo,"Salg, service og omsorg",Mann
2630,Ja,,Nei,Ja,Nei,Ja,18,Oslo,"Salg, service og omsorg",Mann
2636,Ja,Grunnskole,Ja,Nei,Ja,Ja,33,Oslo,Høgskoleyrker,Mann
2643,Nei,Grunnskole,Ja,Ja,Ja,Nei,37,Oslo,Maskin og transportarbeidere,Mann
2654,Nei,Grunnskole,Nei,Nei,Ja,Nei,29,Oslo,"Salg, service og omsorg",Mann
2661,Ja,,Nei,Nei,Nei,Nei,52,Oslo,Maskin og transportarbeidere,Kvinne
2666,Nei,,Nei,Nei,Ja,Nei,34,Oslo,"Salg, service og omsorg",Mann
2670,Nei,VGS fullf,Nei,Ja,Nei,Ja,55,Oslo,Akademiske yrker,Kvinne
2675,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,20,Oslo,"Salg, service og omsorg",Mann
2677,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,56,Oslo,Akademiske yrker,Mann
2679,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,27,Oslo,Ledere,Mann
2692,Nei,VGS fullf,Nei,Nei,Nei,Nei,44,Oslo,Håndverkere,Mann
2705,Nei,VGS fullf,Nei,Nei,Nei,Ja,36,Oslo,Renholdere og hjelpepleiere,Kvinne
2721,Nei,Grunnskole,Ja,Nei,Nei,Nei,55,Oslo,Håndverkere,Mann
2726,Nei,VGS fullf,Nei,Nei,Nei,Nei,44,Oslo,"Salg, service og omsorg",Kvinne
2732,Ja,VGS ikke fullf,Ja,Nei,Nei,Ja,37,Oslo,"Salg, service og omsorg",Mann
2734,Ja,,Nei,Nei,Nei,Ja,26,Oslo,Akademiske yrker,Mann
2754,Nei,Høyere utd u4 år,Nei,Ja,Ja,Nei,32,Oslo,"Salg, service og omsorg",Mann
2755,Ja,Høyere utd 4 år+,Ja,Nei,Ja,Nei,25,Oslo,Akademiske yrker,Mann
2761,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,39,Oslo,Annet,Kvinne
2762,Ja,Høyere utd u4 år,Nei,Nei,Nei,Nei,27,Oslo,Annet,Mann
2764,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,41,Oslo,"Salg, service og omsorg",Kvinne
2765,Nei,Grunnskole,Ja,Nei,Nei,Nei,42,Oslo,Annet,Kvinne
2767,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,45,Oslo,Håndverkere,Kvinne
2780,Nei,Grunnskole,Nei,Nei,Nei,Ja,28,Oslo,Høgskoleyrker,Mann
2788,Nei,VGS ikke fullf,Ja,Nei,Ja,Ja,41,Oslo,Renholdere og hjelpepleiere,Mann
2790,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,45,Oslo,Akademiske yrker,Kvinne
2793,Ja,VGS fullf,Nei,Ja,Ja,Ja,44,Oslo,Akademiske yrker,Mann
2794,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,48,Oslo,Renholdere og hjelpepleiere,Mann
2801,Nei,VGS ikke fullf,Nei,Nei,Nei,Ja,39,Oslo,Høgskoleyrker,Mann
2803,Nei,VGS fullf,Nei,Nei,Nei,Nei,54,Oslo,Akademiske yrker,Kvinne
2807,Ja,VGS ikke fullf,Ja,Nei,Ja,Ja,32,Oslo,"Salg, service og omsorg",Kvinne
2809,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,42,Oslo,"Salg, service og omsorg",Kvinne
2812,Ja,VGS fullf,Ja,Nei,Nei,Nei,51,Oslo,Akademiske yrker,Kvinne
2814,Ja,Grunnskole,Ja,Nei,Nei,Nei,31,Oslo,Maskin og transportarbeidere,Mann
2818,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,30,Oslo,Renholdere og hjelpepleiere,Mann
2822,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,32,Oslo,Renholdere og hjelpepleiere,Mann
2824,Nei,Grunnskole,Ja,Nei,Nei,Ja,46,Oslo,Høgskoleyrker,Mann
2827,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Nei,28,Oslo,Kontoryrker,Mann
2830,Ja,Høyere utd 4 år+,Ja,Nei,Nei,Nei,53,Oslo,Håndverkere,Mann
2834,Ja,VGS fullf,Nei,Nei,Nei,Ja,27,Oslo,Håndverkere,Mann
2835,Nei,Grunnskole,Nei,Nei,Nei,Ja,29,Oslo,Kontoryrker,Kvinne
2836,Nei,VGS fullf,Ja,Ja,Nei,Nei,30,Oslo,Kontoryrker,Kvinne
2837,Ja,VGS ikke fullf,Nei,Ja,Nei,Ja,32,Oslo,Ledere,Mann
2840,Ja,,Nei,Nei,Nei,Ja,51,Oslo,Akademiske yrker,Kvinne
2843,Ja,VGS fullf,Nei,Nei,Nei,Ja,46,Oslo,Håndverkere,Mann
2846,Nei,Grunnskole,Nei,Nei,Ja,Ja,31,Oslo,Håndverkere,Mann
2847,Nei,VGS fullf,Ja,Nei,Nei,Nei,43,Oslo,"Salg, service og omsorg",Mann
2851,Ja,VGS fullf,Nei,Nei,Ja,Nei,25,Oslo,Kontoryrker,Mann
2853,Ja,,Nei,Nei,Nei,Ja,40,Oslo,Akademiske yrker,Mann
2860,Nei,VGS fullf,Nei,Nei,Nei,Ja,59,Oslo,"Salg, service og omsorg",Mann
2862,Ja,,Nei,Nei,Nei,Ja,40,Oslo,"Salg, service og omsorg",Mann
2863,Ja,VGS fullf,Nei,Nei,Ja,Ja,50,Oslo,Annet,Kvinne
2866,Nei,VGS ikke fullf,Nei,Ja,Nei,Nei,43,Oslo,Håndverkere,Mann
2867,Nei,Høyere utd u4 år,Ja,Nei,Ja,Nei,31,Oslo,Akademiske yrker,Kvinne
2876,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,30,Oslo,Maskin og transportarbeidere,Kvinne
2877,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,24,Oslo,"Salg, service og omsorg",Mann
2879,Nei,,Nei,Nei,Nei,Nei,35,Oslo,"Salg, service og omsorg",Kvinne
2893,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,47,Oslo,Annet,Mann
2902,Ja,Grunnskole,Nei,Nei,Ja,Ja,19,Oslo,Annet,Kvinne
2903,Nei,,Ja,Nei,Nei,Nei,42,Oslo,Kontoryrker,Mann
2917,Ja,,Nei,Ja,Nei,Nei,35,Oslo,Renholdere og hjelpepleiere,Kvinne
2920,Nei,Grunnskole,Nei,Nei,Nei,Nei,34,Oslo,Annet,Mann
2924,Nei,Grunnskole,Nei,Ja,Nei,Nei,23,Oslo,"Salg, service og omsorg",Mann
2927,Ja,VGS ikke fullf,Ja,Nei,Ja,Ja,34,Oslo,Håndverkere,Mann
2931,Nei,VGS fullf,Nei,Nei,Nei,Nei,45,Oslo,Håndverkere,Mann
2938,Ja,VGS fullf,Nei,Nei,Ja,Nei,58,Oslo,Renholdere og hjelpepleiere,Kvinne
2943,Nei,VGS fullf,Nei,Ja,Ja,Nei,40,Oslo,Renholdere og hjelpepleiere,Mann
2948,Ja,VGS fullf,Nei,Nei,Nei,Nei,51,Oslo,Akademiske yrker,Mann
2951,Nei,Grunnskole,Nei,Nei,Ja,Nei,36,Oslo,Annet,Mann
2987,Ja,VGS fullf,Ja,Nei,Nei,Ja,37,Oslo,Håndverkere,Mann
2994,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,36,Oslo,"Salg, service og omsorg",Mann
2998,Ja,VGS fullf,Nei,Nei,Ja,Ja,21,Oslo,Akademiske yrker,Mann
2999,Ja,Grunnskole,Ja,Ja,Ja,Nei,44,Oslo,Håndverkere,Mann
3017,Nei,VGS fullf,Nei,Nei,Nei,Nei,34,Oslo,"Salg, service og omsorg",Mann
3027,Nei,VGS ikke fullf,Nei,Ja,Nei,Ja,29,Oslo,Høgskoleyrker,Mann
3028,Nei,VGS fullf,Nei,Ja,Nei,Nei,54,Oslo,Høgskoleyrker,Kvinne
3035,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,25,Oslo,Ledere,Kvinne
3048,Ja,,Ja,Ja,Ja,Ja,33,Oslo,Høgskoleyrker,Kvinne
3051,Ja,VGS fullf,Nei,Nei,Nei,Nei,36,Oslo,Akademiske yrker,Kvinne
3052,Nei,,Nei,Nei,Nei,Nei,46,Oslo,"Salg, service og omsorg",Mann
3055,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,27,Oslo,"Salg, service og omsorg",Mann
3073,Ja,,Nei,Nei,Nei,Ja,28,Oslo,Høgskoleyrker,Kvinne
3077,Ja,VGS fullf,Nei,Nei,Nei,Nei,27,Oslo,Kontoryrker,Kvinne
3093,Ja,Høyere utd u4 år,Ja,Nei,Nei,Ja,27,Oslo,Akademiske yrker,Mann
3102,Ja,,Nei,Nei,Nei,Ja,20,Oslo,Akademiske yrker,Mann
3121,Ja,Høyere utd u4 år,Nei,Nei,Nei,Nei,33,Oslo,"Salg, service og omsorg",Mann
3122,Ja,VGS fullf,Nei,Nei,Nei,Nei,28,Oslo,Annet,Mann
3126,Nei,,Ja,Nei,Ja,Nei,38,Oslo,Akademiske yrker,Mann
3138,Nei,,Nei,Nei,Nei,Nei,31,Oslo,Renholdere og hjelpepleiere,Mann
3158,Ja,,Nei,Ja,Ja,Nei,27,Oslo,Høgskoleyrker,Kvinne
3171,Ja,,Nei,Ja,Nei,Ja,37,Oslo,Akademiske yrker,Kvinne
3178,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,49,Oslo,Maskin og transportarbeidere,Kvinne
3190,Ja,VGS fullf,Nei,Nei,Nei,Ja,45,Oslo,"Salg, service og omsorg",Mann
3202,Ja,VGS ikke fullf,Nei,Ja,Ja,Nei,40,Oslo,Akademiske yrker,Mann
3215,Ja,VGS ikke fullf,Ja,Nei,Ja,Nei,29,Oslo,Akademiske yrker,Mann
3223,Ja,Høyere utd u4 år,Nei,Ja,Nei,Nei,30,Oslo,Maskin og transportarbeidere,Kvinne
3247,Nei,Grunnskole,Nei,Nei,Ja,Nei,40,Oslo,"Salg, service og omsorg",Kvinne
3255,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,48,Oslo,Annet,Mann
3266,Nei,,Nei,Ja,Nei,Nei,40,Oslo,Akademiske yrker,Mann
3275,Ja,VGS ikke fullf,Nei,Ja,Ja,Nei,46,Oslo,Annet,Mann
3276,Ja,,Nei,Nei,Nei,Ja,40,Oslo,Akademiske yrker,Mann
3277,Nei,,Nei,Ja,Ja,Nei,30,Oslo,Annet,Kvinne
3281,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,29,Oslo,Ledere,Mann
3286,Ja,VGS ikke fullf,Ja,Nei,Nei,Ja,50,Oslo,Annet,Kvinne
3288,Ja,VGS ikke fullf,Ja,Nei,Ja,Ja,41,Oslo,Akademiske yrker,Kvinne
3290,Ja,VGS ikke fullf,Ja,Nei,Ja,Ja,40,Oslo,Kontoryrker,Kvinne
3291,Ja,VGS ikke fullf,Nei,Ja,Nei,Ja,31,Oslo,Akademiske yrker,Mann
3293,Nei,Grunnskole,Nei,Nei,Ja,Nei,53,Oslo,Renholdere og hjelpepleiere,Mann
3294,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,47,Oslo,Håndverkere,Mann
3297,Nei,VGS fullf,Nei,Nei,Ja,Nei,50,Oslo,Renholdere og hjelpepleiere,Kvinne
3299,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,27,Oslo,Annet,Mann
3304,Ja,VGS fullf,Nei,Ja,Nei,Ja,30,Oslo,Håndverkere,Mann
3309,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,30,Oslo,Ledere,Mann
3316,Nei,VGS ikke fullf,Nei,Nei,Ja,Ja,37,Oslo,Maskin og transportarbeidere,Kvinne
3318,Nei,Grunnskole,Nei,Nei,Ja,Ja,36,Oslo,Håndverkere,Mann
3346,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,44,Oslo,Ledere,Mann
3351,Nei,VGS ikke fullf,Ja,Ja,Nei,Nei,34,Oslo,"Salg, service og omsorg",Mann
3352,Nei,VGS ikke fullf,Nei,Nei,Nei,Ja,26,Oslo,Akademiske yrker,Kvinne
3383,Nei,Høyere utd u4 år,Ja,Nei,Ja,Nei,34,Oslo,Akademiske yrker,Mann
3387,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,38,Oslo,Høgskoleyrker,Kvinne
3393,Ja,Høyere utd u4 år,Ja,Nei,Nei,Ja,33,Oslo,Maskin og transportarbeidere,Mann
3396,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,24,Oslo,Maskin og transportarbeidere,Mann
3400,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,30,Oslo,Håndverkere,Mann
3402,Ja,,Nei,Nei,Nei,Ja,33,Oslo,Håndverkere,Kvinne
3408,Ja,VGS fullf,Nei,Nei,Nei,Nei,35,Oslo,Håndverkere,Mann
3410,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,48,Oslo,Høgskoleyrker,Kvinne
3412,Nei,VGS fullf,Nei,Nei,Ja,Nei,26,Oslo,Maskin og transportarbeidere,Mann
3415,Nei,,Nei,Nei,Nei,Ja,36,Oslo,Håndverkere,Mann
3416,Nei,VGS fullf,Nei,Nei,Nei,Nei,30,Oslo,Håndverkere,Kvinne
3417,Ja,VGS fullf,Nei,Nei,Ja,Ja,38,Oslo,Kontoryrker,Mann
3419,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,40,Oslo,Høgskoleyrker,Mann
3420,Ja,VGS fullf,Ja,Nei,Ja,Ja,21,Oslo,Håndverkere,Mann
3443,Nei,Grunnskole,Nei,Nei,Nei,Nei,38,Oslo,"Salg, service og omsorg",Kvinne
3452,Ja,VGS ikke fullf,Nei,Ja,Ja,Nei,54,Oslo,"Salg, service og omsorg",Mann
3471,Nei,VGS ikke fullf,Nei,Ja,Nei,Nei,36,Oslo,Ledere,Mann
3473,Nei,VGS ikke fullf,Nei,Ja,Ja,Nei,51,Oslo,"Salg, service og omsorg",Mann
3478,Nei,VGS fullf,Nei,Ja,Nei,Ja,44,Oslo,Høgskoleyrker,Mann
3480,Nei,VGS fullf,Nei,Ja,Nei,Ja,38,Oslo,Håndverkere,Kvinne
3493,Nei,VGS ikke fullf,Nei,Ja,Ja,Nei,39,Oslo,"Bønder, fiskere, mv",Mann
3512,Ja,VGS fullf,Nei,Nei,Ja,Ja,36,Oslo,"Salg, service og omsorg",Mann
3523,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,34,Oslo,Maskin og transportarbeidere,Mann
3533,Ja,Høyere utd u4 år,Nei,Nei,Ja,Nei,27,Oslo,Renholdere og hjelpepleiere,Mann
3546,Nei,Grunnskole,Nei,Nei,Nei,Nei,35,Oslo,"Salg, service og omsorg",Mann
3557,Ja,VGS ikke fullf,Nei,Nei,Ja,Nei,35,Oslo,Høgskoleyrker,Mann
3559,Nei,,Ja,Nei,Nei,Nei,29,Oslo,Annet,Mann
3572,Ja,VGS ikke fullf,Nei,Nei,Nei,Nei,34,Oslo,Høgskoleyrker,Kvinne
